Freq.	I(R1)
1.52250000000000e+07	(-1.98228146961822e+02dB,9.84106017872532e+01°)
1.52300000000000e+07	(-1.98438851038032e+02dB,9.94344840678701e+01°)
1.52350000000000e+07	(-1.98403782515233e+02dB,9.85098029532424e+01°)
1.52400000000000e+07	(-1.98443033759426e+02dB,9.82482886543429e+01°)
1.52450000000000e+07	(-1.98361209396652e+02dB,9.83083828787764e+01°)
1.52500000000000e+07	(-1.98326985861077e+02dB,1.00268949481691e+02°)
1.52550000000000e+07	(-1.98386006306828e+02dB,9.69019701265682e+01°)
1.52600000000000e+07	(-1.98431853996173e+02dB,9.87600655997479e+01°)
1.52650000000000e+07	(-1.98578665648418e+02dB,9.85701016838905e+01°)
1.52700000000000e+07	(-1.98557547945875e+02dB,9.85516186323837e+01°)
1.52750000000000e+07	(-1.98401660643896e+02dB,9.87008951474201e+01°)
1.52800000000000e+07	(-1.98430269662498e+02dB,9.76958473989347e+01°)
1.52850000000000e+07	(-1.98288487723382e+02dB,9.90297942523690e+01°)
1.52900000000000e+07	(-1.98525738109345e+02dB,9.93311934134311e+01°)
1.52950000000000e+07	(-1.98227443778633e+02dB,9.85828966293877e+01°)
1.53000000000000e+07	(-1.98433753255378e+02dB,9.82502284116605e+01°)
1.53050000000000e+07	(-1.98469183030710e+02dB,9.91328955928924e+01°)
1.53100000000000e+07	(-1.98442975065946e+02dB,9.89134521488464e+01°)
1.53150000000000e+07	(-1.98173456850235e+02dB,9.91711196772634e+01°)
1.53200000000000e+07	(-1.98360005744295e+02dB,9.85198888914164e+01°)
1.53250000000000e+07	(-1.98370833401265e+02dB,9.85036150562731e+01°)
1.53300000000000e+07	(-1.98588312170462e+02dB,9.91181049399914e+01°)
1.53350000000000e+07	(-1.98508040450021e+02dB,9.86123925907209e+01°)
1.53400000000000e+07	(-1.98454966666866e+02dB,9.83320039913735e+01°)
1.53450000000000e+07	(-1.98454861431470e+02dB,9.83684980518999e+01°)
1.53500000000000e+07	(-1.98449636055417e+02dB,1.00087797994757e+02°)
1.53550000000000e+07	(-1.98366611789191e+02dB,9.77652254049593e+01°)
1.53600000000000e+07	(-1.98531679126976e+02dB,9.88877513526258e+01°)
1.53650000000000e+07	(-1.98600090524733e+02dB,9.84256716137426e+01°)
1.53700000000000e+07	(-1.98565231577661e+02dB,9.81941362922772e+01°)
1.53750000000000e+07	(-1.98463306683646e+02dB,9.89925960057762e+01°)
1.53800000000000e+07	(-1.98409303429573e+02dB,9.84430538390740e+01°)
1.53850000000000e+07	(-1.98381722126330e+02dB,9.91592290027683e+01°)
1.53900000000000e+07	(-1.98524296696468e+02dB,9.85072147588572e+01°)
1.53950000000000e+07	(-1.98244206705262e+02dB,9.96041282850045e+01°)
1.54000000000000e+07	(-1.98533818296144e+02dB,9.81091783090611e+01°)
1.54050000000000e+07	(-1.98421496280200e+02dB,9.95835068481637e+01°)
1.54100000000000e+07	(-1.98473972041195e+02dB,9.84565147719795e+01°)
1.54150000000000e+07	(-1.98357455640298e+02dB,9.91811796441250e+01°)
1.54200000000000e+07	(-1.98438942015142e+02dB,9.86842158488211e+01°)
1.54250000000000e+07	(-1.98497720079020e+02dB,9.86328843797471e+01°)
1.54300000000000e+07	(-1.98600562690027e+02dB,9.84252640533168e+01°)
1.54350000000000e+07	(-1.98624216465394e+02dB,9.86539752876606e+01°)
1.54400000000000e+07	(-1.98468038804846e+02dB,9.88185734857377e+01°)
1.54450000000000e+07	(-1.98610329864268e+02dB,9.83632083708996e+01°)
1.54500000000000e+07	(-1.98506641153045e+02dB,9.95602937526215e+01°)
1.54550000000000e+07	(-1.98428508833549e+02dB,9.87719655007527e+01°)
1.54600000000000e+07	(-1.98598155868945e+02dB,9.89816535025033e+01°)
1.54650000000000e+07	(-1.98579087830825e+02dB,9.87344866651015e+01°)
1.54700000000000e+07	(-1.98529851376599e+02dB,9.82459782172150e+01°)
1.54750000000000e+07	(-1.98563235056502e+02dB,9.91183707220917e+01°)
1.54800000000000e+07	(-1.98446895366264e+02dB,9.95639382658054e+01°)
1.54850000000000e+07	(-1.98526135829781e+02dB,9.90239034045308e+01°)
1.54900000000000e+07	(-1.98429635664104e+02dB,9.79932972028975e+01°)
1.54950000000000e+07	(-1.98380297527896e+02dB,1.00179165695929e+02°)
1.55000000000000e+07	(-1.98606407124336e+02dB,9.77970363588874e+01°)
1.55050000000000e+07	(-1.98423542470257e+02dB,9.98773202900668e+01°)
1.55100000000000e+07	(-1.98457330525716e+02dB,9.80215525700280e+01°)
1.55150000000000e+07	(-1.98593066459288e+02dB,9.86634424494834e+01°)
1.55200000000000e+07	(-1.98524889907701e+02dB,9.88907457345666e+01°)
1.55250000000000e+07	(-1.98569935621038e+02dB,9.87343884263443e+01°)
1.55300000000000e+07	(-1.98530626730519e+02dB,9.77938484433654e+01°)
1.55350000000000e+07	(-1.98672477715703e+02dB,9.85573413138198e+01°)
1.55400000000000e+07	(-1.98556076827932e+02dB,9.93669082543392e+01°)
1.55450000000000e+07	(-1.98733405812803e+02dB,9.83522454101731e+01°)
1.55500000000000e+07	(-1.98538137573478e+02dB,9.94609244840629e+01°)
1.55550000000000e+07	(-1.98566925191005e+02dB,9.92660513589248e+01°)
1.55600000000000e+07	(-1.98637876351931e+02dB,9.91186992701669e+01°)
1.55650000000000e+07	(-1.98565129500567e+02dB,9.93552392767053e+01°)
1.55700000000000e+07	(-1.98503146677906e+02dB,9.87549687655888e+01°)
1.55750000000000e+07	(-1.98647312892353e+02dB,9.89729420501560e+01°)
1.55800000000000e+07	(-1.98586929330162e+02dB,1.00360919456226e+02°)
1.55850000000000e+07	(-1.98637475140732e+02dB,9.88131556032255e+01°)
1.55900000000000e+07	(-1.98357203991830e+02dB,9.81729580838077e+01°)
1.55950000000000e+07	(-1.98564915947620e+02dB,1.00055400114931e+02°)
1.56000000000000e+07	(-1.98619295598533e+02dB,9.80105928888984e+01°)
1.56050000000000e+07	(-1.98495274840405e+02dB,9.99310826359870e+01°)
1.56100000000000e+07	(-1.98455024788764e+02dB,9.80192783422327e+01°)
1.56150000000000e+07	(-1.98737632061574e+02dB,9.76822946899572e+01°)
1.56200000000000e+07	(-1.98608897177490e+02dB,9.90215899616571e+01°)
1.56250000000000e+07	(-1.98606576156616e+02dB,9.87582651398168e+01°)
1.56300000000000e+07	(-1.98472811965080e+02dB,9.76201279222932e+01°)
1.56350000000000e+07	(-1.98634841823850e+02dB,9.85392805003547e+01°)
1.56400000000000e+07	(-1.98714545144226e+02dB,9.94424146108883e+01°)
1.56450000000000e+07	(-1.98768022090095e+02dB,9.84323187931005e+01°)
1.56500000000000e+07	(-1.98615838498001e+02dB,9.96949166312348e+01°)
1.56550000000000e+07	(-1.98722048441729e+02dB,9.91728461755202e+01°)
1.56600000000000e+07	(-1.98673831369290e+02dB,9.93219929362429e+01°)
1.56650000000000e+07	(-1.98600050939086e+02dB,9.99021031802319e+01°)
1.56700000000000e+07	(-1.98542718139307e+02dB,9.94636045982960e+01°)
1.56750000000000e+07	(-1.98683406809404e+02dB,9.87936598470680e+01°)
1.56800000000000e+07	(-1.98779981735360e+02dB,1.00284346982579e+02°)
1.56850000000000e+07	(-1.98688777870846e+02dB,9.87547032006860e+01°)
1.56900000000000e+07	(-1.98394468852496e+02dB,9.88512468016743e+01°)
1.56950000000000e+07	(-1.98713769826563e+02dB,9.93490381352463e+01°)
1.57000000000000e+07	(-1.98647278588875e+02dB,9.88257109130858e+01°)
1.57050000000000e+07	(-1.98600672663977e+02dB,9.97686428695834e+01°)
1.57100000000000e+07	(-1.98512520487121e+02dB,9.84004507890627e+01°)
1.57150000000000e+07	(-1.98722496902400e+02dB,9.68957514621732e+01°)
1.57200000000000e+07	(-1.98689132306802e+02dB,9.90096700460259e+01°)
1.57250000000000e+07	(-1.98638785103843e+02dB,9.87243439619323e+01°)
1.57300000000000e+07	(-1.98479005681941e+02dB,9.79239112501118e+01°)
1.57350000000000e+07	(-1.98587224768989e+02dB,9.88788636357210e+01°)
1.57400000000000e+07	(-1.98847230353061e+02dB,9.88723480064163e+01°)
1.57450000000000e+07	(-1.98743073357462e+02dB,9.87470648735322e+01°)
1.57500000000000e+07	(-1.98726357620577e+02dB,9.96068281589347e+01°)
1.57550000000000e+07	(-1.98829633342393e+02dB,9.87850445507429e+01°)
1.57600000000000e+07	(-1.98714884729444e+02dB,9.94899299582188e+01°)
1.57650000000000e+07	(-1.98681658308822e+02dB,1.00079589687390e+02°)
1.57700000000000e+07	(-1.98662246057700e+02dB,9.99142641408431e+01°)
1.57750000000000e+07	(-1.98695226000873e+02dB,9.88998663357129e+01°)
1.57800000000000e+07	(-1.98905207649636e+02dB,9.93952398335395e+01°)
1.57850000000000e+07	(-1.98720979358013e+02dB,9.89336826297153e+01°)
1.57900000000000e+07	(-1.98545427450606e+02dB,9.94675829424375e+01°)
1.57950000000000e+07	(-1.98777020499088e+02dB,9.84743458291380e+01°)
1.58000000000000e+07	(-1.98752827307612e+02dB,9.96191414732362e+01°)
1.58050000000000e+07	(-1.98686341819746e+02dB,9.94413689848520e+01°)
1.58100000000000e+07	(-1.98629422601719e+02dB,9.87826760171924e+01°)
1.58150000000000e+07	(-1.98630259818040e+02dB,9.70282543182536e+01°)
1.58200000000000e+07	(-1.98757014753311e+02dB,9.88451781070108e+01°)
1.58250000000000e+07	(-1.98677309382981e+02dB,9.86739113921384e+01°)
1.58300000000000e+07	(-1.98556485102804e+02dB,9.84774522825543e+01°)
1.58350000000000e+07	(-1.98620246048468e+02dB,9.94456610808360e+01°)
1.58400000000000e+07	(-1.98864132282811e+02dB,9.81674941074052e+01°)
1.58450000000000e+07	(-1.98722458525625e+02dB,9.92862063291742e+01°)
1.58500000000000e+07	(-1.98767822955358e+02dB,9.90291987657989e+01°)
1.58550000000000e+07	(-1.98871966965504e+02dB,9.84541527665623e+01°)
1.58600000000000e+07	(-1.98753194266930e+02dB,9.95357501917933e+01°)
1.58650000000000e+07	(-1.98775671711776e+02dB,9.98496905175355e+01°)
1.58700000000000e+07	(-1.98808527599484e+02dB,9.97851953997016e+01°)
1.58750000000000e+07	(-1.98735028790657e+02dB,9.93229228697260e+01°)
1.58800000000000e+07	(-1.98888079615617e+02dB,9.84609123510159e+01°)
1.58850000000000e+07	(-1.98770861809225e+02dB,9.91682623467873e+01°)
1.58900000000000e+07	(-1.98738703105903e+02dB,9.95633182606619e+01°)
1.58950000000000e+07	(-1.98761420279726e+02dB,9.79108567967624e+01°)
1.59000000000000e+07	(-1.98897704156694e+02dB,9.97296187963562e+01°)
1.59050000000000e+07	(-1.98722129381053e+02dB,9.91362776480579e+01°)
1.59100000000000e+07	(-1.98765538367220e+02dB,9.88812034420397e+01°)
1.59150000000000e+07	(-1.98612700285664e+02dB,9.80559400780223e+01°)
1.59200000000000e+07	(-1.98795392819858e+02dB,9.86431871671102e+01°)
1.59250000000000e+07	(-1.98717029813556e+02dB,9.86755013235016e+01°)
1.59300000000000e+07	(-1.98688347906290e+02dB,9.90036897579145e+01°)
1.59350000000000e+07	(-1.98751552732849e+02dB,9.97284573234104e+01°)
1.59400000000000e+07	(-1.98790673358843e+02dB,9.80699920790953e+01°)
1.59450000000000e+07	(-1.98751434837777e+02dB,9.98245418762614e+01°)
1.59500000000000e+07	(-1.98693236316339e+02dB,9.86756692714620e+01°)
1.59550000000000e+07	(-1.98875010459558e+02dB,9.84080476614454e+01°)
1.59600000000000e+07	(-1.98779608840166e+02dB,9.95173229835082e+01°)
1.59650000000000e+07	(-1.98846524448662e+02dB,9.94060040851038e+01°)
1.59700000000000e+07	(-1.98898622142204e+02dB,9.92256071082377e+01°)
1.59750000000000e+07	(-1.98826467168503e+02dB,9.97474359182350e+01°)
1.59800000000000e+07	(-1.98785293051463e+02dB,9.82542138484375e+01°)
1.59850000000000e+07	(-1.98828377394790e+02dB,9.92341122501231e+01°)
1.59900000000000e+07	(-1.98882275446818e+02dB,9.91369812056031e+01°)
1.59950000000000e+07	(-1.98724057844222e+02dB,9.79508006848349e+01°)
1.60000000000000e+07	(-1.98983948392231e+02dB,9.91688636127943e+01°)
1.60050000000000e+07	(-1.98724183173593e+02dB,9.91124782452590e+01°)
1.60100000000000e+07	(-1.98874062958389e+02dB,9.87322163548837e+01°)
1.60150000000000e+07	(-1.98746476893992e+02dB,9.91838828605821e+01°)
1.60200000000000e+07	(-1.98801665736054e+02dB,9.86256446234472e+01°)
1.60250000000000e+07	(-1.98757311898697e+02dB,9.87923438136163e+01°)
1.60300000000000e+07	(-1.98846596767714e+02dB,9.92466793844759e+01°)
1.60350000000000e+07	(-1.98909023736824e+02dB,9.93749210992715e+01°)
1.60400000000000e+07	(-1.98744428264441e+02dB,9.87566486884500e+01°)
1.60450000000000e+07	(-1.98832360499836e+02dB,1.00091315547998e+02°)
1.60500000000000e+07	(-1.98607697604079e+02dB,9.92299060150824e+01°)
1.60550000000000e+07	(-1.98878892190249e+02dB,9.86887655121028e+01°)
1.60600000000000e+07	(-1.98799864270680e+02dB,9.95558391379578e+01°)
1.60650000000000e+07	(-1.98878705886717e+02dB,9.90138547100522e+01°)
1.60700000000000e+07	(-1.98903563346425e+02dB,9.87775495086369e+01°)
1.60750000000000e+07	(-1.98938416055017e+02dB,9.98180897401277e+01°)
1.60800000000000e+07	(-1.98722386860221e+02dB,9.88205267101261e+01°)
1.60850000000000e+07	(-1.98862315926537e+02dB,9.91842644348436e+01°)
1.60900000000000e+07	(-1.98931750279079e+02dB,9.86267683070900e+01°)
1.60950000000000e+07	(-1.98734805008430e+02dB,9.85362000030036e+01°)
1.61000000000000e+07	(-1.98970489358033e+02dB,9.86111212999805e+01°)
1.61050000000000e+07	(-1.98743303672860e+02dB,9.94236596403808e+01°)
1.61100000000000e+07	(-1.98937899789480e+02dB,9.85596868970096e+01°)
1.61150000000000e+07	(-1.98968051487577e+02dB,9.95242669643410e+01°)
1.61200000000000e+07	(-1.98808509867147e+02dB,9.89304238868269e+01°)
1.61250000000000e+07	(-1.98810770058666e+02dB,9.90157756331814e+01°)
1.61300000000000e+07	(-1.98990246647538e+02dB,9.90697106133995e+01°)
1.61350000000000e+07	(-1.98999320384369e+02dB,9.86566084057873e+01°)
1.61400000000000e+07	(-1.98811417622845e+02dB,9.96836760894234e+01°)
1.61450000000000e+07	(-1.98928071490194e+02dB,9.99543944839473e+01°)
1.61500000000000e+07	(-1.98659373939227e+02dB,1.00357368278386e+02°)
1.61550000000000e+07	(-1.98915420364584e+02dB,9.91488368859196e+01°)
1.61600000000000e+07	(-1.98833703276458e+02dB,9.96673911801261e+01°)
1.61650000000000e+07	(-1.98883641533377e+02dB,9.88760550817376e+01°)
1.61700000000000e+07	(-1.98882304089538e+02dB,9.88347299259575e+01°)
1.61750000000000e+07	(-1.99011181751604e+02dB,9.95191227900969e+01°)
1.61800000000000e+07	(-1.98771658250615e+02dB,9.95765552246931e+01°)
1.61850000000000e+07	(-1.98872865285305e+02dB,9.92937994975323e+01°)
1.61900000000000e+07	(-1.98916384944741e+02dB,9.84896601827109e+01°)
1.61950000000000e+07	(-1.98829007034607e+02dB,9.92695190120085e+01°)
1.62000000000000e+07	(-1.98921669072232e+02dB,9.85990873212042e+01°)
1.62050000000000e+07	(-1.98819136642203e+02dB,9.97769016659107e+01°)
1.62100000000000e+07	(-1.98974434428350e+02dB,9.85227182879475e+01°)
1.62150000000000e+07	(-1.99124936974626e+02dB,9.89323786553719e+01°)
1.62200000000000e+07	(-1.98861842468733e+02dB,9.94240006427238e+01°)
1.62250000000000e+07	(-1.98888822023725e+02dB,9.92424618858346e+01°)
1.62300000000000e+07	(-1.99071566227292e+02dB,9.86086708898662e+01°)
1.62350000000000e+07	(-1.99005464415044e+02dB,9.82464663846614e+01°)
1.62400000000000e+07	(-1.98968869638041e+02dB,1.00110707760295e+02°)
1.62450000000000e+07	(-1.98989773789521e+02dB,9.95154167046301e+01°)
1.62500000000000e+07	(-1.98872241620990e+02dB,1.00950312396682e+02°)
1.62550000000000e+07	(-1.98993570353114e+02dB,9.95263493818191e+01°)
1.62600000000000e+07	(-1.98894657346430e+02dB,9.97378625399678e+01°)
1.62650000000000e+07	(-1.98893191378765e+02dB,9.90639101358402e+01°)
1.62700000000000e+07	(-1.98913217427252e+02dB,9.92535390968417e+01°)
1.62750000000000e+07	(-1.99015071515332e+02dB,9.92229774415450e+01°)
1.62800000000000e+07	(-1.98903141299124e+02dB,9.99098372123371e+01°)
1.62850000000000e+07	(-1.98900153171650e+02dB,9.96531288074088e+01°)
1.62900000000000e+07	(-1.98902587679013e+02dB,9.88139262614414e+01°)
1.62950000000000e+07	(-1.98980733952340e+02dB,9.96571309997844e+01°)
1.63000000000000e+07	(-1.98926402469173e+02dB,9.90172814558399e+01°)
1.63050000000000e+07	(-1.98936335135722e+02dB,9.97705866641562e+01°)
1.63100000000000e+07	(-1.99008441222854e+02dB,9.86359941919642e+01°)
1.63150000000000e+07	(-1.99125783155000e+02dB,9.82441541202562e+01°)
1.63200000000000e+07	(-1.98971092322001e+02dB,9.97542220347177e+01°)
1.63250000000000e+07	(-1.98982892605355e+02dB,9.93327033698855e+01°)
1.63300000000000e+07	(-1.99072711043765e+02dB,9.82653845851688e+01°)
1.63350000000000e+07	(-1.98998728942652e+02dB,9.84843259121912e+01°)
1.63400000000000e+07	(-1.99111684385815e+02dB,9.97685693289251e+01°)
1.63450000000000e+07	(-1.98996203960158e+02dB,9.90799071203795e+01°)
1.63500000000000e+07	(-1.99097363765357e+02dB,1.00259690736141e+02°)
1.63550000000000e+07	(-1.99090710506090e+02dB,9.96228602053316e+01°)
1.63600000000000e+07	(-1.98972353500427e+02dB,9.96585472589217e+01°)
1.63650000000000e+07	(-1.98939904303127e+02dB,9.94612664699552e+01°)
1.63700000000000e+07	(-1.99009521780073e+02dB,9.95540382046444e+01°)
1.63750000000000e+07	(-1.98984651041189e+02dB,9.92978533393732e+01°)
1.63800000000000e+07	(-1.99029850248909e+02dB,9.96740416135431e+01°)
1.63850000000000e+07	(-1.98974550490247e+02dB,9.99746388016311e+01°)
1.63900000000000e+07	(-1.98939607204002e+02dB,9.93331401338504e+01°)
1.63950000000000e+07	(-1.99115783688967e+02dB,9.95016414629509e+01°)
1.64000000000000e+07	(-1.99007298006325e+02dB,9.93929977100234e+01°)
1.64050000000000e+07	(-1.99028329076559e+02dB,9.93281199270167e+01°)
1.64100000000000e+07	(-1.99050337415320e+02dB,9.88545825661257e+01°)
1.64150000000000e+07	(-1.99042484219727e+02dB,9.83499933916481e+01°)
1.64200000000000e+07	(-1.99088693700382e+02dB,9.96539682791698e+01°)
1.64250000000000e+07	(-1.99066465451656e+02dB,9.92254720027835e+01°)
1.64300000000000e+07	(-1.99037367778939e+02dB,9.84000447644307e+01°)
1.64350000000000e+07	(-1.99051304113901e+02dB,9.90765568407580e+01°)
1.64400000000000e+07	(-1.99157642346639e+02dB,9.91322512983946e+01°)
1.64450000000000e+07	(-1.98973787592869e+02dB,9.89624933905678e+01°)
1.64500000000000e+07	(-1.99147643996088e+02dB,9.89058160744494e+01°)
1.64550000000000e+07	(-1.99165047906824e+02dB,9.94776121883986e+01°)
1.64600000000000e+07	(-1.99039894884868e+02dB,9.94546630015748e+01°)
1.64650000000000e+07	(-1.99031168752552e+02dB,9.97788145532207e+01°)
1.64700000000000e+07	(-1.99111962177644e+02dB,9.94483787605283e+01°)
1.64750000000000e+07	(-1.98986878207756e+02dB,9.97216801996237e+01°)
1.64800000000000e+07	(-1.99096338898539e+02dB,9.92330085965966e+01°)
1.64850000000000e+07	(-1.99070339670350e+02dB,9.98989108845179e+01°)
1.64900000000000e+07	(-1.99030620753857e+02dB,9.96989822240752e+01°)
1.64950000000000e+07	(-1.99169798722157e+02dB,9.91133619252264e+01°)
1.65000000000000e+07	(-1.99116822746343e+02dB,9.94455066532874e+01°)
1.65050000000000e+07	(-1.99044714843143e+02dB,9.88626907725620e+01°)
1.65100000000000e+07	(-1.99100592318276e+02dB,9.91351531569279e+01°)
1.65150000000000e+07	(-1.99019739591306e+02dB,9.92003350471486e+01°)
1.65200000000000e+07	(-1.99151701142435e+02dB,9.92497711467681e+01°)
1.65250000000000e+07	(-1.99117619346416e+02dB,9.90242396905968e+01°)
1.65300000000000e+07	(-1.99042250270909e+02dB,9.89891765067578e+01°)
1.65350000000000e+07	(-1.99163105660327e+02dB,9.95007757570843e+01°)
1.65400000000000e+07	(-1.99131283271098e+02dB,9.89105805530142e+01°)
1.65450000000000e+07	(-1.98976258302515e+02dB,9.92266029013208e+01°)
1.65500000000000e+07	(-1.99027681526545e+02dB,9.83454173336922e+01°)
1.65550000000000e+07	(-1.99193987025531e+02dB,9.93469107153582e+01°)
1.65600000000000e+07	(-1.99081766283457e+02dB,9.92733303200818e+01°)
1.65650000000000e+07	(-1.99135744801285e+02dB,9.97506852090168e+01°)
1.65700000000000e+07	(-1.99161506488032e+02dB,9.91591074507992e+01°)
1.65750000000000e+07	(-1.99057601736334e+02dB,1.00125730039096e+02°)
1.65800000000000e+07	(-1.99121180185244e+02dB,9.90200797421139e+01°)
1.65850000000000e+07	(-1.99123723005606e+02dB,9.94556463097191e+01°)
1.65900000000000e+07	(-1.99137366231387e+02dB,9.97292462507123e+01°)
1.65950000000000e+07	(-1.99150058717963e+02dB,9.90112079720384e+01°)
1.66000000000000e+07	(-1.99200867718158e+02dB,9.92798010611892e+01°)
1.66050000000000e+07	(-1.99017104473917e+02dB,9.88689401988891e+01°)
1.66100000000000e+07	(-1.99161531893250e+02dB,9.94149812814854e+01°)
1.66150000000000e+07	(-1.99121220987866e+02dB,9.99819421789913e+01°)
1.66200000000000e+07	(-1.99150503682930e+02dB,9.89889532936552e+01°)
1.66250000000000e+07	(-1.99139282159059e+02dB,9.89409829768961e+01°)
1.66300000000000e+07	(-1.99128090993088e+02dB,9.96220100352347e+01°)
1.66350000000000e+07	(-1.99272369859332e+02dB,9.95402396918146e+01°)
1.66400000000000e+07	(-1.99124653892418e+02dB,9.92879113401396e+01°)
1.66450000000000e+07	(-1.99040550723689e+02dB,9.96014152735903e+01°)
1.66500000000000e+07	(-1.98933524316888e+02dB,9.91053641538128e+01°)
1.66550000000000e+07	(-1.99200035726668e+02dB,9.94539141987626e+01°)
1.66600000000000e+07	(-1.99110114073453e+02dB,9.92519705348262e+01°)
1.66650000000000e+07	(-1.99203384528766e+02dB,9.94210021965021e+01°)
1.66700000000000e+07	(-1.99170754801159e+02dB,9.91361484212222e+01°)
1.66750000000000e+07	(-1.99168652952989e+02dB,1.00156071782568e+02°)
1.66800000000000e+07	(-1.99152522229713e+02dB,9.91230822604646e+01°)
1.66850000000000e+07	(-1.99109016824811e+02dB,9.91009416797979e+01°)
1.66900000000000e+07	(-1.99212258257652e+02dB,9.95062360774956e+01°)
1.66950000000000e+07	(-1.99127232562799e+02dB,9.93765499256624e+01°)
1.67000000000000e+07	(-1.99250951538633e+02dB,9.91435095918863e+01°)
1.67050000000000e+07	(-1.99031239985598e+02dB,9.93650921726247e+01°)
1.67100000000000e+07	(-1.99233221666003e+02dB,9.95986714016647e+01°)
1.67150000000000e+07	(-1.99278645432149e+02dB,1.00001127805582e+02°)
1.67200000000000e+07	(-1.99140990303540e+02dB,9.91627396598088e+01°)
1.67250000000000e+07	(-1.99157514643299e+02dB,9.91121895554765e+01°)
1.67300000000000e+07	(-1.99260319057736e+02dB,9.98430374926548e+01°)
1.67350000000000e+07	(-1.99328892018788e+02dB,9.94199591897489e+01°)
1.67400000000000e+07	(-1.99194228143583e+02dB,9.98390352236126e+01°)
1.67450000000000e+07	(-1.99154493817606e+02dB,9.96967703049773e+01°)
1.67500000000000e+07	(-1.99018603417852e+02dB,1.00299965455880e+02°)
1.67550000000000e+07	(-1.99226211261541e+02dB,9.97650844082046e+01°)
1.67600000000000e+07	(-1.99149966615700e+02dB,9.94013667805864e+01°)
1.67650000000000e+07	(-1.99214931489622e+02dB,9.91729588354563e+01°)
1.67700000000000e+07	(-1.99203515741908e+02dB,9.94800607072267e+01°)
1.67750000000000e+07	(-1.99254373073091e+02dB,9.98027404079381e+01°)
1.67800000000000e+07	(-1.99208932012420e+02dB,9.93404059632807e+01°)
1.67850000000000e+07	(-1.99081051807447e+02dB,9.91988544685375e+01°)
1.67900000000000e+07	(-1.99237951689672e+02dB,9.92978142437452e+01°)
1.67950000000000e+07	(-1.99162896144755e+02dB,9.99074824200588e+01°)
1.68000000000000e+07	(-1.99290943087384e+02dB,9.91376491924345e+01°)
1.68050000000000e+07	(-1.99133694132239e+02dB,9.98627657491188e+01°)
1.68100000000000e+07	(-1.99301086487438e+02dB,9.96234497681684e+01°)
1.68150000000000e+07	(-1.99367833864854e+02dB,9.93761077432114e+01°)
1.68200000000000e+07	(-1.99181618724045e+02dB,9.95926710894097e+01°)
1.68250000000000e+07	(-1.99201274008422e+02dB,9.94672454696654e+01°)
1.68300000000000e+07	(-1.99358693891442e+02dB,9.95743783604120e+01°)
1.68350000000000e+07	(-1.99345925924536e+02dB,9.94576278552926e+01°)
1.68400000000000e+07	(-1.99313675122269e+02dB,1.00057733791778e+02°)
1.68450000000000e+07	(-1.99262240846862e+02dB,9.93727847381842e+01°)
1.68500000000000e+07	(-1.99244939158833e+02dB,1.00676241981271e+02°)
1.68550000000000e+07	(-1.99287728295583e+02dB,1.00043036591654e+02°)
1.68600000000000e+07	(-1.99213223344119e+02dB,9.96048773445070e+01°)
1.68650000000000e+07	(-1.99212009165811e+02dB,9.93368998653511e+01°)
1.68700000000000e+07	(-1.99292218357227e+02dB,9.98234461206202e+01°)
1.68750000000000e+07	(-1.99277745673495e+02dB,9.94155651825746e+01°)
1.68800000000000e+07	(-1.99275052666598e+02dB,9.95032616291546e+01°)
1.68850000000000e+07	(-1.99118705300741e+02dB,9.95927429401117e+01°)
1.68900000000000e+07	(-1.99240279744885e+02dB,9.93403484628687e+01°)
1.68950000000000e+07	(-1.99253558224509e+02dB,1.00168424562383e+02°)
1.69000000000000e+07	(-1.99334874794664e+02dB,9.92203971438908e+01°)
1.69050000000000e+07	(-1.99278786395530e+02dB,9.98568723650852e+01°)
1.69100000000000e+07	(-1.99342626075939e+02dB,9.95448936981161e+01°)
1.69150000000000e+07	(-1.99348105910142e+02dB,9.88845750032812e+01°)
1.69200000000000e+07	(-1.99273224839935e+02dB,9.98498661639537e+01°)
1.69250000000000e+07	(-1.99280604794415e+02dB,9.97806378356741e+01°)
1.69300000000000e+07	(-1.99377168270674e+02dB,9.92186360335440e+01°)
1.69350000000000e+07	(-1.99370221857484e+02dB,9.96939102345310e+01°)
1.69400000000000e+07	(-1.99409842608391e+02dB,9.98679720958610e+01°)
1.69450000000000e+07	(-1.99313777562493e+02dB,9.89242976643020e+01°)
1.69500000000000e+07	(-1.99423673959759e+02dB,9.98749552789770e+01°)
1.69550000000000e+07	(-1.99357698746487e+02dB,1.00107173711018e+02°)
1.69600000000000e+07	(-1.99290531328598e+02dB,9.97205426200930e+01°)
1.69650000000000e+07	(-1.99259046183841e+02dB,9.97998420950457e+01°)
1.69700000000000e+07	(-1.99397216959362e+02dB,9.97939408455340e+01°)
1.69750000000000e+07	(-1.99267981940672e+02dB,9.93605931025405e+01°)
1.69800000000000e+07	(-1.99335382317926e+02dB,9.96281097577124e+01°)
1.69850000000000e+07	(-1.99237895032790e+02dB,9.97831799788556e+01°)
1.69900000000000e+07	(-1.99261862708273e+02dB,9.96381659717595e+01°)
1.69950000000000e+07	(-1.99341933298064e+02dB,1.00013483107887e+02°)
1.70000000000000e+07	(-1.99380163659905e+02dB,9.93637192406293e+01°)
1.70050000000000e+07	(-1.99371901855272e+02dB,9.93643550884785e+01°)
1.70100000000000e+07	(-1.99353802714722e+02dB,9.95204120555127e+01°)
